school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,nursery,internet,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,avg_early_grades,parental_education,total_alcohol,high_absences,failure_study_ratio,grade_improvement,alc_ratio
GP,F,1.2751534261266761,U,GT3,A,1.0824125716443973,1.3210090965521348,at_home,teacher,course,yes,no,mother,0.8315678546828483,-0.06208764195431114,-0.3333044599122944,yes,no,no,no,yes,no,0.0582048443511246,-0.25487581762409817,0.8138230149752612,-0.5346447801224646,-1.0179974376088283,-0.4065629682882722,0.22766339213258122,-1.9341162807777097,-1.7048484225088778,-1.7309331760777498,-1.8657492855697109,1.3320317226349425,-0.8948461854234482,1.258570617804182,-0.320213959336591,0.6130073147587397,-0.9464878815973453
GP,F,0.4170814331289333,U,GT3,T,-1.6704949924590702,-1.4556889827515933,at_home,other,course,no,yes,father,-0.612498903718012,-0.06208764195431114,-0.3333044599122944,no,yes,no,no,yes,no,1.1640968870224886,-0.25487581762409817,-0.0957438841147365,-0.5346447801224646,-1.0179974376088283,-0.4065629682882722,-0.18896706485792145,-1.9341162807777097,-2.019694643475354,-1.7309331760777498,-2.025345953800383,-1.7338560190117542,-0.8948461854234482,-0.7945521577046604,-0.320213959336591,-0.09922780274871686,-0.9464878815973453
GP,F,-1.2990625528665523,U,LE3,T,-1.6704949924590702,-1.4556889827515933,at_home,other,other,yes,yes,mother,-0.612498903718012,-0.06208764195431114,4.4871734752371575,yes,no,yes,no,yes,no,0.0582048443511246,-0.25487581762409817,-1.0053107832047343,0.5379655551542812,0.5257263762299113,-0.4065629682882722,1.0609243061135865,-1.3177180975599492,-1.0751559805759245,-0.49537203602667107,-1.2273626126470238,-1.7338560190117542,0.582336018452738,1.258570617804182,3.5414827002422107,0.6130073147587397,0.17075752864486157
GP,F,-1.2990625528665523,U,GT3,T,1.0824125716443973,-0.5301229563170172,health,services,home,yes,yes,mother,-0.612498903718012,1.1175775551775968,-0.3333044599122944,no,yes,yes,yes,yes,yes,-1.0476871983202394,-1.2712324730880955,-1.0053107832047343,-0.5346447801224646,-1.0179974376088283,1.013110964221046,-0.6055975218484241,1.1478746353110922,0.813921345222935,1.0490793890371772,1.006990742582381,0.3100691420860436,-0.8948461854234482,-0.7945521577046604,-0.320213959336591,-0.8114629202561735,-0.9464878815973453
GP,F,-0.44099055986880953,U,GT3,T,0.16477671694324147,0.39544307011755886,other,other,home,yes,no,father,-0.612498903718012,-0.06208764195431114,-0.3333044599122944,no,yes,yes,no,yes,no,0.0582048443511246,-0.25487581762409817,-1.0053107832047343,-0.5346447801224646,-0.24613553068945856,1.013110964221046,-0.18896706485792145,-1.6259171891688293,-0.44546353864297134,-0.49537203602667107,-1.067765944416352,0.3100691420860436,-0.4024521174647195,-0.7945521577046604,-0.320213959336591,2.7497126672811096,0.17075752864486157
GP,M,-0.44099055986880953,U,LE3,T,1.0824125716443973,0.39544307011755886,services,other,reputation,yes,yes,mother,-0.612498903718012,-0.06208764195431114,-0.3333044599122944,no,yes,yes,yes,yes,no,1.1640968870224886,0.7614808378398991,-1.0053107832047343,-0.5346447801224646,-0.24613553068945856,1.013110964221046,1.0609243061135865,1.1478746353110922,1.1287675661894117,1.0490793890371772,1.166587410813053,0.8210504323604931,-0.4024521174647195,1.258570617804182,-0.320213959336591,-0.09922780274871686,0.17075752864486157
GP,M,-0.44099055986880953,U,LE3,T,-0.7528591377579144,-0.5301229563170172,other,other,home,yes,yes,mother,-0.612498903718012,-0.06208764195431114,-0.3333044599122944,no,no,no,no,yes,no,0.0582048443511246,0.7614808378398991,0.8138230149752612,-0.5346447801224646,-1.0179974376088283,-0.4065629682882722,-1.0222279788389268,0.22327736048445174,0.18422890328998182,-0.18648175101390144,0.2090074014290222,-0.7118934384628554,-0.8948461854234482,-0.7945521577046604,-0.320213959336591,-0.09922780274871686,-0.9464878815973453
GP,F,0.4170814331289333,U,GT3,A,1.0824125716443973,1.3210090965521348,other,teacher,home,yes,no,mother,0.8315678546828483,-0.06208764195431114,-0.3333044599122944,yes,yes,no,no,yes,no,0.0582048443511246,-2.2875891285520926,0.8138230149752612,-0.5346447801224646,-1.0179974376088283,-1.8262369007975905,0.22766339213258122,-1.6259171891688293,-2.019694643475354,-1.7309331760777498,-1.8657492855697109,1.3320317226349425,-0.8948461854234482,1.258570617804182,-0.320213959336591,-0.8114629202561735,-0.9464878815973453
GP,M,-1.2990625528665523,U,LE3,A,0.16477671694324147,-0.5301229563170172,services,other,home,yes,yes,mother,-0.612498903718012,-0.06208764195431114,-0.3333044599122944,no,yes,yes,no,yes,no,0.0582048443511246,-1.2712324730880955,-1.0053107832047343,-0.5346447801224646,-1.0179974376088283,-1.8262369007975905,-1.0222279788389268,1.4560737269199726,2.0733062290888413,2.284640529088256,1.80497408373574,-0.2009121481884059,-0.8948461854234482,-0.7945521577046604,-0.320213959336591,1.3252424322661962,-0.9464878815973453
GP,M,-1.2990625528665523,U,GT3,T,0.16477671694324147,1.3210090965521348,other,other,home,yes,yes,mother,-0.612498903718012,-0.06208764195431114,-0.3333044599122944,no,yes,yes,yes,yes,no,1.1640968870224886,1.7778374933038963,-1.914877682294732,-0.5346447801224646,-1.0179974376088283,1.013110964221046,-1.0222279788389268,0.8396755437022121,1.1287675661894117,1.0490793890371772,1.006990742582381,0.8210504323604931,-0.8948461854234482,-0.7945521577046604,-0.320213959336591,0.6130073147587397,-0.9464878815973453
